admissionNo,firstName,lastName,classCode,guardianName,guardianRelation,guardianPhone,guardianEmail,academicYear
PAK00392,Qadir,Kumar,6-DIAMOND,"Harish Dubey",Father,9765000392,harish.dubey.392@paramountkasrawad.edu,2025-2026
PAK00393,Aryan,Rao,6-DIAMOND,"Naresh Sahu",Parent,9765000393,naresh.sahu.393@paramountkasrawad.edu,2025-2026
PAK00394,Sanjay,Sharma,6-DIAMOND,"Pankaj Farooqui",Parent,9765000394,pankaj.farooqui.394@paramountkasrawad.edu,2025-2026
PAK00395,Vijay,Rajput,6-DIAMOND,"Arvind Khanna",Father,9765000395,arvind.khanna.395@paramountkasrawad.edu,2025-2026
PAK00396,Kartik,Tiwari,6-DIAMOND,"Arvind Khatri",Guardian,9765000396,arvind.khatri.396@paramountkasrawad.edu,2025-2026
PAK00397,Arjun,Upadhyay,6-DIAMOND,"Arvind Jadav",Mother,9765000397,arvind.jadav.397@paramountkasrawad.edu,2025-2026
PAK00398,Aryan,Grewal,6-DIAMOND,"Anil Qureshi",Mother,9765000398,anil.qureshi.398@paramountkasrawad.edu,2025-2026
PAK00399,Saloni,Bhat,6-DIAMOND,"Ramesh Sahu",Father,9765000399,ramesh.sahu.399@paramountkasrawad.edu,2025-2026
PAK00400,Avni,Joshi,6-DIAMOND,"Suresh Khanna",Mother,9765000400,suresh.khanna.400@paramountkasrawad.edu,2025-2026
PAK00401,Gaurav,Upadhyay,6-DIAMOND,"Anil Upadhyay",Parent,9765000401,anil.upadhyay.401@paramountkasrawad.edu,2025-2026
PAK00402,Amita,Sidhu,6-DIAMOND,"Vinod Sharma",Parent,9765000402,vinod.sharma.402@paramountkasrawad.edu,2025-2026
PAK00403,Rohit,Koshal,6-DIAMOND,"Umesh Nair",Father,9765000403,umesh.nair.403@paramountkasrawad.edu,2025-2026
PAK00404,Bhavna,Rajput,6-DIAMOND,"Geeta Joshi",Guardian,9765000404,geeta.joshi.404@paramountkasrawad.edu,2025-2026
PAK00405,Nisha,Salve,6-DIAMOND,"Suresh Upadhyay",Father,9765000405,suresh.upadhyay.405@paramountkasrawad.edu,2025-2026
PAK00406,Vaishnavi,Bhat,6-DIAMOND,"Harish Kapoor",Father,9765000406,harish.kapoor.406@paramountkasrawad.edu,2025-2026
PAK00407,Arjun,Bhat,6-DIAMOND,"Ramesh Chandel",Mother,9765000407,ramesh.chandel.407@paramountkasrawad.edu,2025-2026
PAK00408,Avni,Tiwari,6-DIAMOND,"Ashok Mehta",Mother,9765000408,ashok.mehta.408@paramountkasrawad.edu,2025-2026
PAK00409,Gaurav,Jadav,6-DIAMOND,"Gopal Saxena",Guardian,9765000409,gopal.saxena.409@paramountkasrawad.edu,2025-2026
PAK00410,Heena,Chauhan,6-DIAMOND,"Ashok Pillai",Parent,9765000410,ashok.pillai.410@paramountkasrawad.edu,2025-2026
PAK00411,Mohit,Chopra,6-DIAMOND,"Priya Salve",Parent,9765000411,priya.salve.411@paramountkasrawad.edu,2025-2026
PAK00412,Nisha,Chandel,6-DIAMOND,"Ashok Saxena",Parent,9765000412,ashok.saxena.412@paramountkasrawad.edu,2025-2026
PAK00413,Ajay,Nair,6-DIAMOND,"Ramesh Salve",Parent,9765000413,ramesh.salve.413@paramountkasrawad.edu,2025-2026
PAK00414,Rakesh,Salve,6-DIAMOND,"Suresh Gaikwad",Parent,9765000414,suresh.gaikwad.414@paramountkasrawad.edu,2025-2026
PAK00415,Ekta,Patel,6-DIAMOND,"Sanjeev Trivedi",Mother,9765000415,sanjeev.trivedi.415@paramountkasrawad.edu,2025-2026
PAK00416,Ekta,Mishra,6-DIAMOND,"Bharat Khanna",Parent,9765000416,bharat.khanna.416@paramountkasrawad.edu,2025-2026
PAK00417,Tarun,Upadhyay,6-DIAMOND,"Ramesh Kumar",Guardian,9765000417,ramesh.kumar.417@paramountkasrawad.edu,2025-2026
PAK00418,Aditya,Kumar,6-DIAMOND,"Seema Grewal",Parent,9765000418,seema.grewal.418@paramountkasrawad.edu,2025-2026
PAK00419,Anuj,Shukla,6-DIAMOND,"Jagdish More",Mother,9765000419,jagdish.more.419@paramountkasrawad.edu,2025-2026
PAK00420,Saloni,Pillai,6-DIAMOND,"Meena Arora",Parent,9765000420,meena.arora.420@paramountkasrawad.edu,2025-2026
PAK00421,Omkar,Dhillon,7-RUBY,"Seema Rajak",Guardian,9765000421,seema.rajak.421@paramountkasrawad.edu,2025-2026
PAK00422,Tushar,Kapoor,7-RUBY,"Ramesh Koshal",Guardian,9765000422,ramesh.koshal.422@paramountkasrawad.edu,2025-2026
PAK00423,Aarav,Srivastava,7-RUBY,"Rajesh Tiwari",Father,9765000423,rajesh.tiwari.423@paramountkasrawad.edu,2025-2026
PAK00424,Anjali,Tiwari,7-RUBY,"Geeta Dhillon",Guardian,9765000424,geeta.dhillon.424@paramountkasrawad.edu,2025-2026
PAK00425,Dhruv,Soni,7-RUBY,"Ramesh Koshal",Parent,9765000425,ramesh.koshal.425@paramountkasrawad.edu,2025-2026
PAK00426,Kartik,Joshi,7-RUBY,"Geeta Pandey",Guardian,9765000426,geeta.pandey.426@paramountkasrawad.edu,2025-2026
PAK00427,Qadir,Chandel,7-RUBY,"Bharat Mishra",Mother,9765000427,bharat.mishra.427@paramountkasrawad.edu,2025-2026
PAK00428,Radha,Chauhan,7-RUBY,"Vinod Shah",Guardian,9765000428,vinod.shah.428@paramountkasrawad.edu,2025-2026
PAK00429,Ravi,Saxena,7-RUBY,"Meena Reddy",Parent,9765000429,meena.reddy.429@paramountkasrawad.edu,2025-2026
PAK00430,Chetan,Desai,7-RUBY,"Kishore Kumar",Father,9765000430,kishore.kumar.430@paramountkasrawad.edu,2025-2026
PAK00431,Sonia,Kumar,7-RUBY,"Jagdish Jadav",Guardian,9765000431,jagdish.jadav.431@paramountkasrawad.edu,2025-2026
PAK00432,Ravi,Mishra,7-RUBY,"Meena Shah",Father,9765000432,meena.shah.432@paramountkasrawad.edu,2025-2026
PAK00433,Omkar,Choudhary,7-RUBY,"Anil Saxena",Parent,9765000433,anil.saxena.433@paramountkasrawad.edu,2025-2026
PAK00434,Zaid,Saxena,7-RUBY,"Deepa Patel",Mother,9765000434,deepa.patel.434@paramountkasrawad.edu,2025-2026
PAK00435,Aarav,Trivedi,7-RUBY,"Mahesh Malhotra",Father,9765000435,mahesh.malhotra.435@paramountkasrawad.edu,2025-2026
PAK00436,Mona,Khanna,7-RUBY,"Umesh Patel",Guardian,9765000436,umesh.patel.436@paramountkasrawad.edu,2025-2026
PAK00437,Gaurav,Srivastava,7-RUBY,"Satish Khatri",Parent,9765000437,satish.khatri.437@paramountkasrawad.edu,2025-2026
PAK00438,Chetan,Sahu,7-RUBY,"Seema Singh",Guardian,9765000438,seema.singh.438@paramountkasrawad.edu,2025-2026
PAK00439,Aryan,Patel,7-RUBY,"Geeta Nair",Father,9765000439,geeta.nair.439@paramountkasrawad.edu,2025-2026
PAK00440,Pooja,Rao,7-RUBY,"Rekha Shah",Parent,9765000440,rekha.shah.440@paramountkasrawad.edu,2025-2026
PAK00441,Keerat,Verma,7-RUBY,"Sanjeev Upadhyay",Father,9765000441,sanjeev.upadhyay.441@paramountkasrawad.edu,2025-2026
PAK00442,Tushar,Arora,7-RUBY,"Savita Gaikwad",Father,9765000442,savita.gaikwad.442@paramountkasrawad.edu,2025-2026
PAK00443,Gaurav,Pandey,7-RUBY,"Seema Chopra",Parent,9765000443,seema.chopra.443@paramountkasrawad.edu,2025-2026
PAK00444,Rahul,Kaur,7-RUBY,"Rekha Tiwari",Guardian,9765000444,rekha.tiwari.444@paramountkasrawad.edu,2025-2026
PAK00445,Divya,Tiwari,7-RUBY,"Jagdish Yadav",Mother,9765000445,jagdish.yadav.445@paramountkasrawad.edu,2025-2026
PAK00446,Kavya,Sahu,7-RUBY,"Savita Jadav",Mother,9765000446,savita.jadav.446@paramountkasrawad.edu,2025-2026
PAK00447,Sneha,Rajput,7-RUBY,"Bharat Saxena",Mother,9765000447,bharat.saxena.447@paramountkasrawad.edu,2025-2026
PAK00448,Heena,Desai,7-RUBY,"Savita Choudhary",Parent,9765000448,savita.choudhary.448@paramountkasrawad.edu,2025-2026
PAK00449,Bhoomika,Srivastava,7-RUBY,"Priya Reddy",Mother,9765000449,priya.reddy.449@paramountkasrawad.edu,2025-2026
PAK00450,Nisha,Salve,7-RUBY,"Ashok Qureshi",Guardian,9765000450,ashok.qureshi.450@paramountkasrawad.edu,2025-2026
PAK00451,Ekta,Yadav,7-RUBY,"Satish Chaurasia",Guardian,9765000451,satish.chaurasia.451@paramountkasrawad.edu,2025-2026
PAK00452,Namrata,Rajak,7-RUBY,"Satish Pillai",Parent,9765000452,satish.pillai.452@paramountkasrawad.edu,2025-2026
PAK00453,Aryan,Dubey,7-RUBY,"Pankaj Salve",Mother,9765000453,pankaj.salve.453@paramountkasrawad.edu,2025-2026
PAK00454,Pinkesh,Malhotra,7-RUBY,"Ashok Shukla",Guardian,9765000454,ashok.shukla.454@paramountkasrawad.edu,2025-2026
PAK00455,Neha,Menon,7-RUBY,"Priya Tiwari",Guardian,9765000455,priya.tiwari.455@paramountkasrawad.edu,2025-2026
PAK00456,Isha,Jadav,7-DIAMOND,"Pankaj Qureshi",Parent,9765000456,pankaj.qureshi.456@paramountkasrawad.edu,2025-2026
PAK00457,Radha,Pillai,7-DIAMOND,"Geeta Saxena",Father,9765000457,geeta.saxena.457@paramountkasrawad.edu,2025-2026
PAK00458,Sonia,Srivastava,7-DIAMOND,"Anil Dhillon",Parent,9765000458,anil.dhillon.458@paramountkasrawad.edu,2025-2026
PAK00459,Radha,Kapoor,7-DIAMOND,"Geeta Jadav",Parent,9765000459,geeta.jadav.459@paramountkasrawad.edu,2025-2026
PAK00460,Zara,Kapoor,7-DIAMOND,"Seema Kaur",Parent,9765000460,seema.kaur.460@paramountkasrawad.edu,2025-2026
PAK00461,Anjali,Rajak,7-DIAMOND,"Harish Arora",Parent,9765000461,harish.arora.461@paramountkasrawad.edu,2025-2026
PAK00462,Sanjay,Khanna,7-DIAMOND,"Seema Mirza",Mother,9765000462,seema.mirza.462@paramountkasrawad.edu,2025-2026
PAK00463,Deepak,Chauhan,7-DIAMOND,"Deepa Shukla",Father,9765000463,deepa.shukla.463@paramountkasrawad.edu,2025-2026
PAK00464,Mona,Yadav,7-DIAMOND,"Satish More",Guardian,9765000464,satish.more.464@paramountkasrawad.edu,2025-2026
PAK00465,Rohit,Khan,7-DIAMOND,"Suresh Chaurasia",Parent,9765000465,suresh.chaurasia.465@paramountkasrawad.edu,2025-2026
PAK00466,Bhoomika,Jadav,7-DIAMOND,"Jagdish Chaurasia",Guardian,9765000466,jagdish.chaurasia.466@paramountkasrawad.edu,2025-2026
PAK00467,Zara,Kumar,7-DIAMOND,"Harish Soni",Guardian,9765000467,harish.soni.467@paramountkasrawad.edu,2025-2026
PAK00468,Zaid,Khan,7-DIAMOND,"Geeta Shah",Mother,9765000468,geeta.shah.468@paramountkasrawad.edu,2025-2026
PAK00469,Keerat,Bhat,7-DIAMOND,"Pankaj Srivastava",Guardian,9765000469,pankaj.srivastava.469@paramountkasrawad.edu,2025-2026
PAK00470,Pooja,Dubey,7-DIAMOND,"Kishore Chauhan",Mother,9765000470,kishore.chauhan.470@paramountkasrawad.edu,2025-2026
PAK00471,Aarav,Naik,7-DIAMOND,"Jagdish Sahu",Father,9765000471,jagdish.sahu.471@paramountkasrawad.edu,2025-2026
PAK00472,Saloni,Sahu,7-DIAMOND,"Geeta Bhat",Parent,9765000472,geeta.bhat.472@paramountkasrawad.edu,2025-2026
PAK00473,Mona,Chaurasia,7-DIAMOND,"Satish Trivedi",Mother,9765000473,satish.trivedi.473@paramountkasrawad.edu,2025-2026
PAK00474,Sneha,Sharma,7-DIAMOND,"Harish Chopra",Father,9765000474,harish.chopra.474@paramountkasrawad.edu,2025-2026
PAK00475,Aryan,Shah,7-DIAMOND,"Vinod Chaurasia",Father,9765000475,vinod.chaurasia.475@paramountkasrawad.edu,2025-2026
PAK00476,Ravi,Sharma,7-DIAMOND,"Arvind Mirza",Mother,9765000476,arvind.mirza.476@paramountkasrawad.edu,2025-2026
PAK00477,Zara,Soni,7-DIAMOND,"Gopal Rajput",Guardian,9765000477,gopal.rajput.477@paramountkasrawad.edu,2025-2026
PAK00478,Lakshmi,Chopra,7-DIAMOND,"Nirmala Shukla",Father,9765000478,nirmala.shukla.478@paramountkasrawad.edu,2025-2026
PAK00479,Dhruv,Deshmukh,7-DIAMOND,"Deepa Verma",Parent,9765000479,deepa.verma.479@paramountkasrawad.edu,2025-2026
PAK00480,Isha,Farooqui,7-DIAMOND,"Priya Pillai",Parent,9765000480,priya.pillai.480@paramountkasrawad.edu,2025-2026
PAK00481,Sanjay,Trivedi,7-DIAMOND,"Harish Sidhu",Father,9765000481,harish.sidhu.481@paramountkasrawad.edu,2025-2026
PAK00482,Deepak,Naik,7-DIAMOND,"Harish More",Mother,9765000482,harish.more.482@paramountkasrawad.edu,2025-2026
PAK00483,Uma,Reddy,7-DIAMOND,"Rekha Patel",Parent,9765000483,rekha.patel.483@paramountkasrawad.edu,2025-2026
PAK00484,Pinkesh,Shukla,7-DIAMOND,"Bharat Khan",Parent,9765000484,bharat.khan.484@paramountkasrawad.edu,2025-2026
PAK00485,Ravi,Jadav,7-DIAMOND,"Mahesh Chopra",Parent,9765000485,mahesh.chopra.485@paramountkasrawad.edu,2025-2026
PAK00486,Yogesh,Pillai,7-DIAMOND,"Arvind Chauhan",Parent,9765000486,arvind.chauhan.486@paramountkasrawad.edu,2025-2026
PAK00487,Laxmi,Dubey,7-DIAMOND,"Kishore Reddy",Guardian,9765000487,kishore.reddy.487@paramountkasrawad.edu,2025-2026
PAK00488,Alok,Patel,7-DIAMOND,"Kishore Malhotra",Mother,9765000488,kishore.malhotra.488@paramountkasrawad.edu,2025-2026
PAK00489,Uma,Shukla,7-DIAMOND,"Vinod Malhotra",Father,9765000489,vinod.malhotra.489@paramountkasrawad.edu,2025-2026
PAK00490,Neha,Malhotra,7-DIAMOND,"Pankaj Deshmukh",Mother,9765000490,pankaj.deshmukh.490@paramountkasrawad.edu,2025-2026
PAK00491,Neha,Chopra,8-RUBY,"Harish Shah",Father,9765000491,harish.shah.491@paramountkasrawad.edu,2025-2026
PAK00492,Mona,Menon,8-RUBY,"Deepa Sidhu",Mother,9765000492,deepa.sidhu.492@paramountkasrawad.edu,2025-2026
PAK00493,Pooja,Naik,8-RUBY,"Geeta Rajput",Parent,9765000493,geeta.rajput.493@paramountkasrawad.edu,2025-2026
PAK00494,Rohit,Kaur,8-RUBY,"Arvind Upadhyay",Parent,9765000494,arvind.upadhyay.494@paramountkasrawad.edu,2025-2026
PAK00495,Zaid,Kumar,8-RUBY,"Rajesh Yadav",Parent,9765000495,rajesh.yadav.495@paramountkasrawad.edu,2025-2026
PAK00496,Tushar,Jadav,8-RUBY,"Vinod Yadav",Mother,9765000496,vinod.yadav.496@paramountkasrawad.edu,2025-2026
PAK00497,Neha,Chaurasia,8-RUBY,"Seema Rajput",Mother,9765000497,seema.rajput.497@paramountkasrawad.edu,2025-2026
PAK00498,Jagdish,Trivedi,8-RUBY,"Priya Patel",Father,9765000498,priya.patel.498@paramountkasrawad.edu,2025-2026
PAK00499,Omkar,Kumar,8-RUBY,"Nirmala Deshmukh",Parent,9765000499,nirmala.deshmukh.499@paramountkasrawad.edu,2025-2026
PAK00500,Isha,Qureshi,8-RUBY,"Jagdish More",Mother,9765000500,jagdish.more.500@paramountkasrawad.edu,2025-2026
PAK00501,Deepak,Malhotra,8-RUBY,"Priya Khanna",Mother,9765000501,priya.khanna.501@paramountkasrawad.edu,2025-2026
PAK00502,Anjali,Kumar,8-RUBY,"Harish Sidhu",Father,9765000502,harish.sidhu.502@paramountkasrawad.edu,2025-2026
PAK00503,Deepak,Mirza,8-RUBY,"Geeta Khan",Parent,9765000503,geeta.khan.503@paramountkasrawad.edu,2025-2026
PAK00504,Neha,Rao,8-RUBY,"Naresh Kapoor",Guardian,9765000504,naresh.kapoor.504@paramountkasrawad.edu,2025-2026
PAK00505,Sneha,Rao,8-RUBY,"Kishore Saxena",Father,9765000505,kishore.saxena.505@paramountkasrawad.edu,2025-2026
PAK00506,Omkar,Soni,8-RUBY,"Nirmala Farooqui",Guardian,9765000506,nirmala.farooqui.506@paramountkasrawad.edu,2025-2026
PAK00507,Deepak,Verma,8-RUBY,"Meena Nair",Mother,9765000507,meena.nair.507@paramountkasrawad.edu,2025-2026
PAK00508,Amita,Malhotra,8-RUBY,"Meena Gupta",Mother,9765000508,meena.gupta.508@paramountkasrawad.edu,2025-2026
PAK00509,Waqar,Rajak,8-RUBY,"Sanjeev Khan",Parent,9765000509,sanjeev.khan.509@paramountkasrawad.edu,2025-2026
PAK00510,Amita,Gaikwad,8-RUBY,"Deepa Khan",Mother,9765000510,deepa.khan.510@paramountkasrawad.edu,2025-2026
PAK00511,Radha,Desai,8-RUBY,"Vinod Verma",Guardian,9765000511,vinod.verma.511@paramountkasrawad.edu,2025-2026
PAK00512,Namrata,Chaurasia,8-RUBY,"Savita Dubey",Parent,9765000512,savita.dubey.512@paramountkasrawad.edu,2025-2026
PAK00513,Deepak,Srivastava,8-RUBY,"Anil Gaikwad",Father,9765000513,anil.gaikwad.513@paramountkasrawad.edu,2025-2026
PAK00514,Dhruv,Chandel,8-RUBY,"Ramesh Choudhary",Guardian,9765000514,ramesh.choudhary.514@paramountkasrawad.edu,2025-2026
PAK00515,Alok,Gaikwad,8-RUBY,"Gopal Chaurasia",Guardian,9765000515,gopal.chaurasia.515@paramountkasrawad.edu,2025-2026
PAK00516,Anuj,Trivedi,8-RUBY,"Arvind Sharma",Father,9765000516,arvind.sharma.516@paramountkasrawad.edu,2025-2026
PAK00517,Isha,Rao,8-RUBY,"Bharat Tiwari",Parent,9765000517,bharat.tiwari.517@paramountkasrawad.edu,2025-2026
PAK00518,Amita,Yadav,8-RUBY,"Meena Tiwari",Parent,9765000518,meena.tiwari.518@paramountkasrawad.edu,2025-2026
PAK00519,Aarav,Pillai,8-RUBY,"Harish Khanna",Father,9765000519,harish.khanna.519@paramountkasrawad.edu,2025-2026
PAK00520,Ajay,Patel,8-RUBY,"Nirmala Kapoor",Guardian,9765000520,nirmala.kapoor.520@paramountkasrawad.edu,2025-2026
PAK00521,Aditya,Pandey,8-RUBY,"Anil Rajput",Father,9765000521,anil.rajput.521@paramountkasrawad.edu,2025-2026
PAK00522,Keerat,Soni,8-RUBY,"Suresh Khatri",Guardian,9765000522,suresh.khatri.522@paramountkasrawad.edu,2025-2026
PAK00523,Omkar,Chandel,8-RUBY,"Arvind Chaurasia",Guardian,9765000523,arvind.chaurasia.523@paramountkasrawad.edu,2025-2026
PAK00524,Neha,Salve,8-RUBY,"Bharat Grewal",Parent,9765000524,bharat.grewal.524@paramountkasrawad.edu,2025-2026
PAK00525,Dhruv,Nair,8-RUBY,"Rekha Khatri",Guardian,9765000525,rekha.khatri.525@paramountkasrawad.edu,2025-2026
PAK00526,Lakshmi,Upadhyay,8-DIAMOND,"Seema Arora",Guardian,9765000526,seema.arora.526@paramountkasrawad.edu,2025-2026
PAK00527,Namrata,Koshal,8-DIAMOND,"Rajesh Chauhan",Father,9765000527,rajesh.chauhan.527@paramountkasrawad.edu,2025-2026
PAK00528,Sanskriti,Qureshi,8-DIAMOND,"Meena Rao",Guardian,9765000528,meena.rao.528@paramountkasrawad.edu,2025-2026
PAK00529,Chetan,Chauhan,8-DIAMOND,"Bharat Khanna",Father,9765000529,bharat.khanna.529@paramountkasrawad.edu,2025-2026
PAK00530,Yogesh,Patel,8-DIAMOND,"Geeta Singh",Guardian,9765000530,geeta.singh.530@paramountkasrawad.edu,2025-2026
PAK00531,Farhan,Mehta,8-DIAMOND,"Jagdish Khatri",Mother,9765000531,jagdish.khatri.531@paramountkasrawad.edu,2025-2026
PAK00532,Lakshmi,Soni,8-DIAMOND,"Rajesh Verma",Parent,9765000532,rajesh.verma.532@paramountkasrawad.edu,2025-2026
PAK00533,Laxmi,Arora,8-DIAMOND,"Suresh Saxena",Father,9765000533,suresh.saxena.533@paramountkasrawad.edu,2025-2026
PAK00534,Bhavna,Khan,8-DIAMOND,"Umesh Upadhyay",Parent,9765000534,umesh.upadhyay.534@paramountkasrawad.edu,2025-2026
PAK00535,Ujjwal,Joshi,8-DIAMOND,"Mahesh Rajak",Parent,9765000535,mahesh.rajak.535@paramountkasrawad.edu,2025-2026
PAK00536,Bhavna,Malhotra,8-DIAMOND,"Jagdish Dhillon",Guardian,9765000536,jagdish.dhillon.536@paramountkasrawad.edu,2025-2026
PAK00537,Tarun,Salve,8-DIAMOND,"Vinod Menon",Mother,9765000537,vinod.menon.537@paramountkasrawad.edu,2025-2026
PAK00538,Ajay,Choudhary,8-DIAMOND,"Jagdish Pandey",Guardian,9765000538,jagdish.pandey.538@paramountkasrawad.edu,2025-2026
PAK00539,Tushar,Trivedi,8-DIAMOND,"Naresh Tiwari",Father,9765000539,naresh.tiwari.539@paramountkasrawad.edu,2025-2026
PAK00540,Bhoomika,Dubey,8-DIAMOND,"Kavita Khatri",Father,9765000540,kavita.khatri.540@paramountkasrawad.edu,2025-2026
PAK00541,Pinkesh,Rajput,8-DIAMOND,"Gopal Chauhan",Guardian,9765000541,gopal.chauhan.541@paramountkasrawad.edu,2025-2026
PAK00542,Zaid,Bhat,8-DIAMOND,"Ramesh Nair",Mother,9765000542,ramesh.nair.542@paramountkasrawad.edu,2025-2026
PAK00543,Zara,Nair,8-DIAMOND,"Nirmala Gaikwad",Parent,9765000543,nirmala.gaikwad.543@paramountkasrawad.edu,2025-2026
PAK00544,Ravi,Arora,8-DIAMOND,"Mahesh Malhotra",Father,9765000544,mahesh.malhotra.544@paramountkasrawad.edu,2025-2026
PAK00545,Alok,Chandel,8-DIAMOND,"Jagdish Jadav",Parent,9765000545,jagdish.jadav.545@paramountkasrawad.edu,2025-2026
PAK00546,Waqar,Sharma,8-DIAMOND,"Nirmala More",Guardian,9765000546,nirmala.more.546@paramountkasrawad.edu,2025-2026
PAK00547,Yogesh,Chopra,8-DIAMOND,"Umesh Desai",Father,9765000547,umesh.desai.547@paramountkasrawad.edu,2025-2026
PAK00548,Avni,Mirza,8-DIAMOND,"Suresh Shah",Mother,9765000548,suresh.shah.548@paramountkasrawad.edu,2025-2026
PAK00549,Zara,Menon,8-DIAMOND,"Sanjeev Gupta",Guardian,9765000549,sanjeev.gupta.549@paramountkasrawad.edu,2025-2026
PAK00550,Farhan,Koshal,8-DIAMOND,"Harish Upadhyay",Mother,9765000550,harish.upadhyay.550@paramountkasrawad.edu,2025-2026
PAK00551,Bhavna,Saxena,8-DIAMOND,"Suresh Khatri",Parent,9765000551,suresh.khatri.551@paramountkasrawad.edu,2025-2026
PAK00552,Om,Khatri,8-DIAMOND,"Vinod Deshmukh",Parent,9765000552,vinod.deshmukh.552@paramountkasrawad.edu,2025-2026
PAK00553,Bhoomika,Mishra,8-DIAMOND,"Ashok Upadhyay",Mother,9765000553,ashok.upadhyay.553@paramountkasrawad.edu,2025-2026
PAK00554,Vaishnavi,Pillai,8-DIAMOND,"Kishore Chaurasia",Parent,9765000554,kishore.chaurasia.554@paramountkasrawad.edu,2025-2026
PAK00555,Chetan,Chopra,8-DIAMOND,"Priya Chopra",Father,9765000555,priya.chopra.555@paramountkasrawad.edu,2025-2026
PAK00556,Pooja,Jadav,8-DIAMOND,"Anil Pandey",Guardian,9765000556,anil.pandey.556@paramountkasrawad.edu,2025-2026
PAK00557,Neha,More,8-DIAMOND,"Pankaj Chopra",Mother,9765000557,pankaj.chopra.557@paramountkasrawad.edu,2025-2026
PAK00558,Bhoomika,Dubey,8-DIAMOND,"Priya Desai",Guardian,9765000558,priya.desai.558@paramountkasrawad.edu,2025-2026
PAK00559,Sonia,Mishra,8-DIAMOND,"Sanjeev Chandel",Father,9765000559,sanjeev.chandel.559@paramountkasrawad.edu,2025-2026
PAK00560,Mona,Khan,8-DIAMOND,"Satish Srivastava",Parent,9765000560,satish.srivastava.560@paramountkasrawad.edu,2025-2026
PAK00561,Rahul,Arora,8-SAPPHIRE,"Geeta Desai",Father,9765000561,geeta.desai.561@paramountkasrawad.edu,2025-2026
PAK00562,Alok,Deshmukh,8-SAPPHIRE,"Satish Khatri",Mother,9765000562,satish.khatri.562@paramountkasrawad.edu,2025-2026
PAK00563,Farhan,Jadav,8-SAPPHIRE,"Kishore Mirza",Father,9765000563,kishore.mirza.563@paramountkasrawad.edu,2025-2026
PAK00564,Radha,Trivedi,8-SAPPHIRE,"Arvind Mirza",Father,9765000564,arvind.mirza.564@paramountkasrawad.edu,2025-2026
PAK00565,Rohit,Bhat,8-SAPPHIRE,"Harish Mehta",Father,9765000565,harish.mehta.565@paramountkasrawad.edu,2025-2026
PAK00566,Rakesh,Kapoor,8-SAPPHIRE,"Pankaj Tiwari",Guardian,9765000566,pankaj.tiwari.566@paramountkasrawad.edu,2025-2026
PAK00567,Chetan,Menon,8-SAPPHIRE,"Deepa Sharma",Father,9765000567,deepa.sharma.567@paramountkasrawad.edu,2025-2026
PAK00568,Neha,Kapoor,8-SAPPHIRE,"Mahesh Sidhu",Mother,9765000568,mahesh.sidhu.568@paramountkasrawad.edu,2025-2026
PAK00569,Aditya,Khanna,8-SAPPHIRE,"Gopal Reddy",Mother,9765000569,gopal.reddy.569@paramountkasrawad.edu,2025-2026
PAK00570,Neha,Desai,8-SAPPHIRE,"Harish Sharma",Guardian,9765000570,harish.sharma.570@paramountkasrawad.edu,2025-2026
PAK00571,Om,Khan,8-SAPPHIRE,"Harish Reddy",Father,9765000571,harish.reddy.571@paramountkasrawad.edu,2025-2026
PAK00572,Qadir,Sahu,8-SAPPHIRE,"Sanjeev Desai",Guardian,9765000572,sanjeev.desai.572@paramountkasrawad.edu,2025-2026
PAK00573,Sanjeev,Nair,8-SAPPHIRE,"Seema Shukla",Father,9765000573,seema.shukla.573@paramountkasrawad.edu,2025-2026
PAK00574,Sneha,Desai,8-SAPPHIRE,"Pankaj Mirza",Guardian,9765000574,pankaj.mirza.574@paramountkasrawad.edu,2025-2026
PAK00575,Harsh,Mishra,8-SAPPHIRE,"Deepa Chopra",Father,9765000575,deepa.chopra.575@paramountkasrawad.edu,2025-2026
PAK00576,Harsh,Saxena,8-SAPPHIRE,"Nirmala Choudhary",Guardian,9765000576,nirmala.choudhary.576@paramountkasrawad.edu,2025-2026
PAK00577,Nisha,Chaurasia,8-SAPPHIRE,"Satish Khanna",Parent,9765000577,satish.khanna.577@paramountkasrawad.edu,2025-2026
PAK00578,Tarun,Farooqui,8-SAPPHIRE,"Meena Reddy",Mother,9765000578,meena.reddy.578@paramountkasrawad.edu,2025-2026
PAK00579,Sanjay,Pandey,8-SAPPHIRE,"Harish Jadav",Guardian,9765000579,harish.jadav.579@paramountkasrawad.edu,2025-2026
PAK00580,Laxmi,Mishra,8-SAPPHIRE,"Mahesh Mirza",Guardian,9765000580,mahesh.mirza.580@paramountkasrawad.edu,2025-2026
PAK00581,Jatin,Nair,8-SAPPHIRE,"Satish Chauhan",Father,9765000581,satish.chauhan.581@paramountkasrawad.edu,2025-2026
PAK00582,Aditya,Farooqui,8-SAPPHIRE,"Deepa Naik",Parent,9765000582,deepa.naik.582@paramountkasrawad.edu,2025-2026
PAK00583,Tushar,Farooqui,8-SAPPHIRE,"Ramesh Pillai",Father,9765000583,ramesh.pillai.583@paramountkasrawad.edu,2025-2026
PAK00584,Rakesh,Shah,8-SAPPHIRE,"Naresh Singh",Mother,9765000584,naresh.singh.584@paramountkasrawad.edu,2025-2026
